label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,,,,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss,131
0,On the road so cant txt,,,,road cant txt,23
1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,,smsservices yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae,156
1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,161
0,Hmm .. Bits and pieces lol ... *sighs* ...,,,,hmm bits pieces lol sighs,42
0,Hahaha..use your brain dear,,,,hahahause brain dear,27
0,Hey. You got any mail?,,,,hey got mail,22
0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",,,,sorry light turned green meant another friend wanted ltgt worth may around,98
0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,,,,thanks yesterday sir wonderful hope enjoyed burial mojibiola,89
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,147
0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,,,,hi mate rv u hav nice hol message say hello coz havenåõt sent u ages started driving stay roadsrvx,130
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",,,,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop,152
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",,,,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago,215
0,Surely result will offer:),,,,surely result offer,26
0,Good Morning my Dear........... Have a great &amp; successful day.,,,,good morning dear great amp successful day,66
1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,,,,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,149
0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",,,,sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks,372
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,,,,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed,155
1,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,,,,last chance claim ur å worth discount voucherstext yes nowsavamobmember offers mobile cs å sub remove txt x stop,162
0,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,,,,luv u soo much u donåõt understand special u r ring u morrow luv u xxx,82
0,"Pls send me a comprehensive mail about who i'm paying, when and how much.",,,,pls send comprehensive mail im paying much,73
0,Our Prashanthettan's mother passed away last night. pray for her and family.,,,,prashanthettans mother passed away last night pray family,76
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",,,,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,153
0,K.k:)when are you going?,,,,kkwhen going,24
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,,,,meanwhile shit suite xavier decided give us ltgt seconds warning samantha coming playing jays guitar impress shit also dont think doug realizes dont live anymore,231
0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,,,,stomach thru much trauma swear cant eat better lose weight,87
0,I am in office:)whats the matter..msg me now.i will call you at break:).,,,,officewhats mattermsg nowi call break,72
0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",,,,yeah theres barely enough room two us x many fucking shoes sorry man see later,105
0,U reach orchard already? U wan 2 go buy tickets first?,,,,u reach orchard already u wan go buy tickets first,54
0,"I am real, baby! I want to bring out your inner tigress...",,,,real baby want bring inner tigress,58
0,No da if you run that it activate the full version da.,,,,da run activate full version da,54
0,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",,,,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx,118
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,,,,stop story ive told ive returned hes saying order,88
1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,,,,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet,144
0,Going to take your babe out ?,,,,going take babe,29
0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,,,,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home,136
0,Spoons it is then okay?,,,,spoons okay,23
0,Did he just say somebody is named tampa,,,,say somebody named tampa,39
0,In work now. Going have in few min.,,,,work going min,35
0,Your brother is a genius,,,,brother genius,24
0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",,,,sorry guess whenever get hold connections maybe hour two ill text,95
0,Did u find out what time the bus is at coz i need to sort some stuff out.,,,,u find time bus coz need sort stuff,73
0,Dude ive been seeing a lotta corvettes lately,,,,dude ive seeing lotta corvettes lately,45
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,,,,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call tscs wwwsmsconet åpm approx mins,161
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",,,,consider walls bunkers shit important never play peaceful guess place high enough dont matter,159
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,,private account statement xxxxxx shows unredeemed points call identifier code expires,149
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,,,,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,134
1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,,,,u want xmas free text messages new video phone half price line rental call free find,154
0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",,,,well officially philosophical hole u wanna call home ready saved,92
0,Its going good...no problem..but still need little experience to understand american customer voice...,,,,going goodno problembut still need little experience understand american customer voice,102
0,I'll text you when I drop x off,,,,ill text drop x,31
0,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,,,,ugh long day im exhausted want cuddle take nap,77
0,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,,talk atleast day otherwise miss best friend world shakespeare shesil ltgt,139
1,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,,shop till u drop either k k å cash å travel voucher call ntt po box crbt fixedline cost ppm mobile vary,158
0,Are you in castor? You need to see something,,,,castor need see something,44
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr å sptyrone,137
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,,u secret admirer looking make contact ufind rreveal thinks ur specialcall,132
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,,u secret admirer looking make contact ufind rreveal thinks ur specialcall stopsms,143
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,,,,reminder downloaded content already paid goto httpdoit mymoby tv collect content,127
0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",,,,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training,276
0,I love to give massages. I use lots of baby oil... What is your fave position?,,,,love give massages use lots baby oil fave position,78
0,Dude we should go sup again,,,,dude go sup,27
0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,,yoyyooo u know change permissions drive mac usb flash drive,79
0,Gibbs unsold.mike hussey,,,,gibbs unsoldmike hussey,24
0,I like to talk pa but am not able to. I dont know y.,,,,like talk pa able dont know,52
0,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,,,,dun cut short leh u dun like ah failed shes quite sad,68
0,You unbelievable faglord,,,,unbelievable faglord,24
0,Wife.how she knew the time of murder exactly,,,,wifehow knew time murder exactly,44
0,Why do you ask princess?,,,,ask princess,24
0,I am great princess! What are you thinking about me? :),,,,great princess thinking,55
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,,,,nutter cutter ctter cttergg cttargg ctargg ctagg ie,62
0,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,,,,ok noe ure busy im really bored msg u oso dunno wat colour choose one,104
0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,,doesnt g class early tomorrow thus shouldnt trying smoke ltgt,87
0,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,,superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today,150
0,Hope you are having a good week. Just checking in,,,,hope good week checking,49
0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",,,,im used hope agents dont drop since ive booked things year whole boston nyc experiment,154
0,"Thursday night? Yeah, sure thing, we'll work it out then",,,,thursday night yeah sure thing well work,56
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,,probably money worries things coming due several outstanding invoices work two three months ago,126
0,How is it possible to teach you. And where.,,,,possible teach,43
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",,,,wonder phone battery went dead tell love babe,77
0,Lovely smell on this bus and it ain't tobacco... ,,,,lovely smell bus aint tobacco,49
0,"We're all getting worried over here, derek and taylor have already assumed the worst",,,,getting worried derek taylor already assumed worst,84
0,Hey what's up charles sorry about the late reply.,,,,hey whats charles sorry late reply,49
1,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",,,,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap,162
0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,,,,ill give plus said grinule greet whenever speak,79
0,WHITE FUDGE OREOS ARE IN STORES,,,,white fudge oreos stores,31
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,,january male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop texts call pmin,155
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,,,,love come took long leave zahers got words ym happy see sad left miss,146
0,I am sorry it hurt you.,,,,sorry hurt,23
0,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,,,,cant feel nauseous im pissed didnt eat sweets week cause today planning pig dieting week im hungry,160
0,Ok lor but not too early. Me still having project meeting now.,,,,ok lor early still project meeting,62
0,"Call me da, i am waiting for your call.",,,,call da waiting call,39
0,I could ask carlos if we could get more if anybody else can chip in,,,,could ask carlos could get anybody else chip,67
0,Was actually about to send you a reminder today. Have a wonderful weekend,,,,actually send reminder today wonderful weekend,73
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,148
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,,,,hey gave photo registered driving ah tmr wanna meet yck,88
0,Dont talk to him ever ok its my word.,,,,dont talk ever ok word,37
0,When u wana see it then,,,,u wana see,23
0,On ma way to school. Can you pls send me ashley's number,,,,way school pls send ashleys number,56
0,It shall be fine. I have avalarr now. Will hollalater,,,,shall fine avalarr hollalater,53
0,She went to attend another two rounds today..but still did't reach home..,,,,went attend another two rounds todaybut still didt reach home,73
0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,,actually deleted old websitenow blogging magicalsongsblogspotcom,80
0,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,,k wait chikkuil send aftr ltgt mins,44
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,,im diet ate many slices pizza yesterday ugh im always diet,92
0,K:)i will give my kvb acc details:),,,,ki give kvb acc details,35
0,Oh all have to come ah?,,,,oh come ah,23
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,,money r lucky winner claim prize text money åmillion give away pptxnormal text rate box wtjy,140
0,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,,im really sorry wont b able fridayhope u find alternativehope yr terms going ok,106
0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,,,,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go,103
0,So do you have samus shoulders yet,,,,samus shoulders yet,34
0,What time you think you'll have it? Need to know when I should be near campus,,,,time think youll need know near campus,77
1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",,,,dear matthew please call landline complimentary lux tenerife holiday å cash await collection ppm sae tcs box skxh,159
0,Then dun wear jeans lor...,,,,dun wear jeans lor,26
0,"Since when, which side, any fever, any vomitin.",,,,since side fever vomitin,47
0,K:)k.are you in college?,,,,kkare college,24
1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,,urgent call landline complimentary tenerife holiday å cash await collection sae tcs box hp yf ppm,149
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,133
0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),,,,sell well tons coins sell coins someone thru paypal voila money back life pockets,126
0,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,,theyre lots places hospitals medical places safe,78
1,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,,getting touch folks waiting company txt back name age opt enjoy community psms,132
0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,,,,also ive sorta blown couple times recently id rather text blue looking weed,116
0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,221
0,I cant wait to see you! How were the photos were useful? :),,,,cant wait see photos useful,59
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,,ur cashbalance currently pounds maximize ur cashin send go pmsg cc po box tcrw,137
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,143
0,Chk in ur belovd ms dict,,,,chk ur belovd ms dict,24
0,Is that what time you want me to come?,,,,time want come,38
0,"Awesome, lemme know whenever you're around",,,,awesome lemme know whenever youre around,42
0,Shb b ok lor... Thanx...,,,,shb b ok lor thanx,24
0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,159
0,Also remember to get dobby's bowl from your car,,,,also remember get dobbys bowl car,47
1,Filthy stories and GIRLS waiting for your,,,,filthy stories girls waiting,41
0,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,,sorry c ur msg yar lor poor thing one night tmr ull brand new room sleep,122
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,,love isnt decision feeling could decide love life would much simpler less magical,126
0,Welp apparently he retired,,,,welp apparently retired,26
0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,,sort code acc bank natwest reply confirm ive sent right person,114
0,Where @,,,,,7
0,U sure u can't take any sick time?,,,,u sure u cant take sick time,34
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,,urgent trying contact u todays draw shows å prize guaranteed call land line claim validhrs,157
0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,,yo chad gymnastics class wanna take site says christians class full,90
0,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,,,,better still catch let ask sell ltgt,85
0,I am not sure about night menu. . . I know only about noon menu,,,,sure night menu know noon menu,63
0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,,u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come,220
0,Are you willing to go for aptitude class.,,,,willing go aptitude class,41
0,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,,wont b trying sort house ok,60
0,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",,,,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u,88
0,"Haha awesome, omw back now then",,,,haha awesome omw back,31
0,Yup i thk so until e shop closes lor.,,,,yup thk e shop closes lor,37
0,what is your account number?,,,,account number,28
0,Eh u send wrongly lar...,,,,eh u send wrongly lar,24
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,,,,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,118
0,Ok i shall talk to him,,,,ok shall talk,22
0,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,,,,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,210
0,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,,hey pay salary de ltgt,50
0,Another month. I need chocolate weed and alcohol.,,,,another month need chocolate weed alcohol,49
0,If he started searching he will get job in few days.he have great potential and talent.,,,,started searching get job dayshe great potential talent,87
0,Reckon need to be in town by eightish to walk from * carpark.,,,,reckon need town eightish walk carpark,61
1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl,141
0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,,look fuckin time fuck think,54
0,Yo guess what I just dropped,,,,yo guess dropped,28
0,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,,carlos says hell mu ltgt minutes,49
0,I'm in office now . I will call you  &lt;#&gt;  min:),,,,im office call ltgt min,53
0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,,geeee miss already know think fuck cant wait till next year together loving kiss,145
0,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,,yun ahthe ubi one say ì_ wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysìn,162
0,Ugh. Gotta drive back to sd from la. My butt is sore.,,,,ugh gotta drive back sd la butt sore,53
0,26th OF JULY,,,,th july,12
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,,hi im relaxing time ever get every day party good night get home tomorrow ish,142
0,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,,,,ì_ ìï wan come come lor din c stripes skirt,73
0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,129
0,"I can't, I don't have her number!",,,,cant dont number,33
0,Change again... It's e one next to escalator...,,,,change e one next escalator,47
0,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,,yetunde im class run water make ok pls,72
0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,,lot happened feels quiet beth aunts charlie working lots helen mo,148
0,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,,,,ì_ wait bus stop aft ur lect lar dun c ì_ go get car come back n pick ì_,107
0,"Aight will do, thanks again for comin out",,,,aight thanks comin,41
0,No..but heard abt tat..,,,,nobut heard abt tat,23
0,&lt;#&gt;  am I think? Should say on syllabus,,,,ltgt think say syllabus,45
0,Umma. Did she say anything,,,,umma say anything,26
0,Give me a sec to think think about it,,,,give sec think think,37
1,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,150
0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,,dont quite know still cant get hold anyone cud pick bout pm see theyre pub,132
0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,,poyyarikaturkolathupalayamunjalur posterode dis ltgt,63
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,108
0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,,lol would mom would fit tell whole family crazy terrible,93
0,"I just got home babe, are you still awake ?",,,,got home babe still awake,43
0,I dunno they close oredi not... ÌÏ v ma fan...,,,,dunno close oredi ìï v fan,46
0,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,,buy pizza meat lovers supreme u get pick,56
0,"Ya, told..she was asking wats matter?",,,,ya toldshe asking wats matter,37
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid,124
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,158
0,Shall i send that exe to your mail id.,,,,shall send exe mail id,38
0,Nope watching tv at home... Not going out. V bored...,,,,nope watching tv home going v bored,53
0,Don know..wait i will check it.,,,,knowwait check,31
0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougarpen,224
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,,guess somebody know secretly fancies wanna find give us call landline dateboxessexcmxn pmin,156
0,We still on for tonight?,,,,still tonight,24
0,May i call You later Pls,,,,may call later pls,24
0,Hasn't that been the pattern recently crap weekends?,,,,hasnt pattern recently crap weekends,52
0,I have a sore throat. It's scratches when I talk,,,,sore throat scratches talk,48
0,Yes da. Any plm at ur office,,,,yes da plm ur office,28
0,Are you not around or just still asleep? :V,,,,around still asleep v,43
0,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,,lol forgot eh yes ill bring babe,49
0,"Its good, we'll find a way",,,,good well find way,26
0,Can not use foreign stamps in this country. Good lecture .,,,,use foreign stamps country good lecture,58
0,Yup bathe liao...,,,,yup bathe liao,17
0,HAPPY NEW YEAR MY NO.1 MAN,,,,happy new year man,26
0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,,oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one,127
0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog,103
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,,hello baby get back moms setting computer filling belly goes loverboy miss already sighs,157
0,"No my blankets are sufficient, thx",,,,blankets sufficient thx,34
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,128
0,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)""",edison rightly said fool ask questions wise man answer know us speechless viva gm,143
0,They just talking thats it de. They wont any other.,,,,talking thats de wont,51
0,Today am going to college so am not able to atten the class.,,,,today going college able atten class,60
0,I'm in class. Will holla later,,,,im class holla later,30
0,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,,,,mmm thats better got roast iåõd b better drinks good indian,103
1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,,know someone know fancies call find pobox lshb p,101
0,"Come round, it's . ",,,,come round,19
0,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,,thing change sentence want concentrate educational career im leaving,114
